System,NodeID,SpeciesID,StageID,Stage,SpeciesID.StageID,WorkingName,OrganismalGroup,NodeType,Resolution,ResolutionNotes,Feeding,Lifestyle(stage),Lifestyle(species),ConsumerStrategy(stage),HabitatAffiliation,Mobility,Residency,NativeStatus,BodySize(g),BodySizeSD,BodySizeN,BodySizeEstimation,BodySizeNotes,Abundance(no./ha),Abundance95%CL,AbundanceDF,Biomass(kg/ha),Biomass95%CL,BiomassDF,BiomassEstimation,BiomassNotes,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Order,Suborder,Infraorder,Superfamily,Family,Genus,SpecificEpithet,NodeNotes
EPB,218,172,1,adult,172.1,Greater Yellowlegs,bird,taxon,Species,,feeding,free-living,free-living,predator,,high,resident,,165,,,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.04,0.1670431,22,0.0068506,0.02756211,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,,Aves,,Charadriiformes,,,,Scolopacidae,Tringa,melanoleuca,
EPB,219,173,1,adult,173.1,Green-winged Teal,bird,taxon,Species,,feeding,free-living,free-living,predator,,high,migrant,,338,,,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.84,4.67264539,22,0.2825367,1.57935414,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,,Aves,,Anseriformes,,,,Anatidae,Anas,crecca,
EPB,220,174,1,adult,174.1,Killdeer,bird,taxon,Species,,feeding,free-living,free-living,predator,,high,migrant,,95,,,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.04,0.30307257,22,0.0034841,0.02879189,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,,Aves,,Charadriiformes,,,,Chardridae,Chardrius,vociferus,
EPB,221,175,1,adult,175.1,Long-billed Curlew,bird,taxon,Species,,feeding,free-living,free-living,predator,,high,resident,,754.5,,,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.77,2.159571,22,0.5842256,1.62939632,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,,Aves,,Charadriiformes,,,,Scolopacidae,Numenius,americanus,
EPB,224,178,1,adult,178.1,Least Sandpiper,bird,taxon,Species,,feeding,free-living,free-living,predator,,high,migrant,,20.9,,,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",1.01,5.38073943,22,0.0210571,0.11245745,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,,Aves,,Charadriiformes,,,,Scolopacidae,Calidris,minutilla,
EPB,225,179,1,adult,179.1,Lesser Scaup,bird,taxon,Species,,feeding,free-living,free-living,predator,,high,migrant,,773.5,,,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.01,0.05505888,22,0.004282,0.04258804,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,,Aves,,Anseriformes,,,,Anatidae,Athya,affinis,
EPB,226,180,1,adult,180.1,Least Tern,bird,taxon,Species,,feeding,free-living,free-living,predator,,high,migrant,,48.1,,,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",,,,0.0006657,,,"quantification, estuary-wide sampling",Kuris et al. (2008); only present in summer,Animalia,Chordata,Vertebrata,,Aves,,Charadriiformes,,,,Laridae,Sterna,antillarum,
EPB,227,181,1,adult,181.1,Marbled Godwit,bird,taxon,Species,,feeding,free-living,free-living,predator,,high,migrant,,367.5,,,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",1.5,9.77833694,22,0.5495452,3.59353883,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,,Aves,,Charadriiformes,,,,Scolopacidae,Limosa,fedoa,
EPB,228,182,1,adult,182.1,Mallard,bird,taxon,Species,,feeding,free-living,free-living,predator,,high,migrant,,1186.5,,,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.47,2.69982517,22,0.5615845,3.20334257,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,,Aves,,Anseriformes,,,,Anatidae,Anas,platyrhynchos,
EPB,230,184,1,adult,184.1,Northern Harrier,bird,taxon,Species,,feeding,free-living,free-living,predator,,high,migrant,,424.5,,,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.01,0.03803739,22,0.00235,0.01614687,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,,Aves,,Falconiformes,,,,Accipitridae,Circus,cyanus,
EPB,232,186,1,adult,186.1,Osprey,bird,taxon,Species,,feeding,free-living,free-living,predator,,high,resident,,1650,,,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.02,0.09092674,22,0.0274023,0.15002913,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,,Aves,,Falconiformes,,,,Accipitridae,Pandion,haliaetus,
EPB,235,189,1,adult,189.1,Ring-billed Gull,bird,taxon,Species,,feeding,free-living,free-living,predator,,high,migrant,,518.5,,,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.05,0.36603779,22,0.0283444,0.1897906,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,,Aves,,Charadriiformes,,,,Laridae,Larus,delawarensis,
EPB,236,190,1,adult,190.1,Red-breasted Merganser,bird,taxon,Species,,feeding,free-living,free-living,predator,,high,migrant,,1040.5,,,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.01,0.08258832,22,0.00864,0.08593314,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,,Aves,,Anseriformes,,,,Anatidae,Mergus,serrator,
EPB,237,191,1,adult,191.1,Reddish Egret,bird,taxon,Species,,feeding,free-living,free-living,predator,,high,resident,,613.5,,,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.02,0.07140307,22,0.0101887,0.04380578,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,,Aves,,Ciconiiformes,,,,Ardeidae,Egretta,rufescens,
EPB,241,195,1,adult,195.1,Ruddy Turnstone,bird,taxon,Species,,feeding,free-living,free-living,predator,,high,migrant,,107,,,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",,,,0.0007404,,,"quantification, estuary-wide sampling",Kuris et al. (2008); only present in summer,Animalia,Chordata,Vertebrata,,Aves,,Charadriiformes,,,,Scolopacidae,Arenaria,intepres,
EPB,242,196,1,adult,196.1,Short-billed Dowitcher,bird,taxon,Species,,feeding,free-living,free-living,predator,,high,resident,,110,,,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.09,0.51268226,22,0.010352,0.05639505,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,,Aves,,Charadriiformes,,,,Scolopacidae,Limnodromus,griseus,
EPB,243,197,1,adult,197.1,Semipalmated Plover,bird,taxon,Species,,feeding,free-living,free-living,predator,,high,migrant,,46.95,,,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.07,0.47711277,22,0.0035087,0.02240044,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,,Aves,,Charadriiformes,,,,Chardridae,Charadrius,semipalmatus,
EPB,244,198,1,adult,198.1,Snowy Egret,bird,taxon,Species,,feeding,free-living,free-living,predator,,high,resident,,369,,,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.04,0.14026574,22,0.0165971,0.05175806,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,,Aves,,Ciconiiformes,,,,Ardeidae,Egretta,thula,
EPB,245,199,1,adult,199.1,Snowy Plover,bird,taxon,Species,,feeding,free-living,free-living,predator,,high,migrant,,41.2,,,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.04,0.3434416,22,0.0018246,0.01414979,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,,Aves,,Charadriiformes,,,,Chardridae,Charadrius,alexandrinius,
EPB,246,200,1,adult,200.1,Sora,bird,taxon,Species,,feeding,free-living,free-living,predator,,high,migrant,,79.5,,,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.01,0.03803739,22,0.0004401,0.00302397,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,,Aves,,Gruiformes,,,,Rallidae,Porzana,carolina,
EPB,249,203,1,adult,203.1,Tricolored Heron,bird,taxon,Species,,feeding,free-living,free-living,predator,,high,migrant,,415,,,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.02,0.09277852,22,0.0071793,0.03850308,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,,Aves,,Ciconiiformes,,,,Ardeidae,Egretta,tricolor,
EPB,251,205,1,adult,205.1,Western Grebe,bird,taxon,Species,,feeding,free-living,free-living,predator,,high,migrant,,1314,,,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.01,0.1032354,22,0.0136389,0.13565131,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,,Aves,,Podicipediformes,,,,Podicipedidae,Aechmophorus,occidentalis,
EPB,252,206,1,adult,206.1,Western Gull,bird,taxon,Species,,feeding,free-living,free-living,predator,,high,migrant,,875,,,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.1,0.83949402,22,0.0896109,0.73455727,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,,Aves,,Charadriiformes,,,,Laridae,Larus,occidentalis,
EPB,253,207,1,adult,207.1,Western Sandpiper,bird,taxon,Species,,feeding,free-living,free-living,predator,,high,migrant,,24.2,,,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.23,1.57016561,22,0.0054926,0.03799801,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,,Aves,,Charadriiformes,,,,Scolopacidae,Calidris,mauri,
EPB,254,208,1,adult,208.1,Whimbrel,bird,taxon,Species,,feeding,free-living,free-living,predator,,high,migrant,,404,,,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.01,0.07918113,22,0.0055912,0.03198918,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,,Aves,,Charadriiformes,,,,Scolopacidae,Numenius,phaeopus,
EPB,255,209,1,adult,209.1,Willet,bird,taxon,Species,,feeding,free-living,free-living,predator,,high,migrant,,270,,,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",2.16,18.5992274,22,0.5823604,5.0217914,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,,Aves,,Charadriiformes,,,,Scolopacidae,Catoptrophorus,semipalmatus,
EPB,257,211,1,adult,211.1,copepod-thalassinidean,copepod,taxon,Family,likely two species,feeding,commensal,commensal,predator,,,,,0.00011485,,,approximation,mean volumetric across two Hemicyclops spp in literature,,,,,,,,,Animalia,Arthropoda,Crustacea,,Copepoda,,Cyclopoida,,,,Clausidiidae,,,
EPB,260,214,1,adult,214.1,Picornavirus,virus,taxon,Species,,feeding,infectious,infectious,pathogen,,,,,,,,,,,,,,,,,,Virus,,,,,,,,,,,,,
EPB,261,215,1,adult,215.1,apicomplexan.Tagelus,protist,taxon,Species,,feeding,infectious,infectious,pathogen,,,,,,,,,,,7928.84151,7.01326613,,,,,,Protozoa,Apicomplexa,,,,,,,,,,,,
EPB,266,220,1,adult,220.1,gregarine-Pachy,protist,taxon,Species,,feeding,infectious,infectious,macroparasite,,,,,0.00000113,,2,species,volumetric,,7928.84151,7.01326613,,,,,,Protozoa,Apicomplexa,,,,Gregarinea,,,,,,,,
EPB,267,221,1,adult,221.1,microsporan?mc oval,protist,taxon,Species,,feeding,infectious,infectious,parasitoid,,,,,,,,,,,,,0.0052066,,,"quantification, estuary-wide sampling",Kuris et al. (2008),Protozoa,Microsporidia,,,,,,,,,,,,
EPB,268,222,1,adult,222.1,microsporan?mc RL,protist,taxon,Species,,feeding,infectious,infectious,parasitoid,,,,,,,,,,,,,0.0000172,,,"quantification, estuary-wide sampling",Kuris et al. (2008),Protozoa,Microsporidia,,,,,,,,,,,,
EPB,269,223,1,adult,223.1,microsporan?prob,protist,taxon,Species,,feeding,infectious,infectious,parasitoid,,,,,,,,,,,,,0.0022637,,,"quantification, estuary-wide sampling",Kuris et al. (2008),Protozoa,Microsporidia,,,,,,,,,,,,
EPB,270,224,1,adult,224.1,microsporidean Hemi,protist,taxon,Species,,feeding,infectious,infectious,parasitoid,,,,,,,,,,,,,0.1268512,,,"quantification, estuary-wide sampling",Kuris et al. (2008),Protozoa,Microsporidia,,,,,,,,,,,,
EPB,272,226,1,adult,226.1,microsporidean Uca,protist,taxon,Species,,feeding,infectious,infectious,parasitoid,,,,,,,,,,,,,0.5671156,,,"quantification, estuary-wide sampling",Kuris et al. (2008),Protozoa,Microsporidia,,,,,,,,,,,,
EPB,273,227,1,adult,227.1,Plasmodium sp.,protist,taxon,Genus,,feeding,infectious,infectious,pathogen,,,,,,,,,,,,,,,,,,Protozoa,Apicomplexa,,,,,,,,,,Plasmodium,sp.,
EPB,274,228,1,adult,228.1,Trichodina sp.,protist,taxon,Genus,,feeding,infectious,infectious,pathogen,,,,,,,,,,,,,,,,,,Protozoa,Ciliophora,,,Oligohymenophorea,,,,,,Trichodinidae,Trichodina,sp.,
EPB,276,230,1,adult,230.1,graffillid,turbellarian,taxon,Species,,feeding,infectious,infectious,macroparasite,,,,,0.0000432,,1,species,volumetric,49726.81,61168.0564,7.02971926,0.0021482,0.00264246,7.02971926,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Turbellaria,,,,,,Graffillidae,,,
EPB,277,231,1,adult,231.1,Gyrodactylus sp.,monogenean,taxon,Genus,,feeding,infectious,infectious,pathogen,,,,,7.53E-05,,,approximation,equal microcotylid,,,,,,,,,Animalia,Platyhelminthes,,,Monogenea,Polyonchoinea,,,,,Gyrodactylidae,Gyrodactylus,sp.,
EPB,278,232,1,adult,232.1,Microcotyle sp.,monogenean,taxon,Species,,feeding,infectious,infectious,macroparasite,,,,,7.53E-05,,,species,volumetric,,,,,,,,,Animalia,Platyhelminthes,,,Monogenea,,,,,,Microcotylidae,Microcotyle,sp.,
EPB,279,233,1,adult,233.1,Acanthoparyphium spinulosum,trematode,life stage,Species,,feeding,infectious,infectious,macroparasite,,,,,0.000974,,,species,volumetric; literature (Martin & Adams 1961),,,,0.0002598,,,quantified apportionment,,Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Echinostomatidae,Acanthoparyphium,spinulosum,
EPB,280,234,1,adult,234.1,microphallid-assiminea,trematode,life stage,Species,,feeding,infectious,infectious,macroparasite,,,,,,,,,,,,,0.0001395,,,quantified apportionment,applied relative abundance of mcercs compared to csm),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Microphallidae,,,
EPB,281,235,1,adult,235.1,Austrobilharzia sp.,trematode,life stage,Species,,feeding,infectious,infectious,macroparasite,,,,,0.000086,,,species,volumetric; literature (Short & Holliman 1961),,,,0.0000085,,,quantified apportionment,,Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Schistosomatidae,Austrobilharzia,sp.,
EPB,282,236,1,adult,236.1,Austrobilharzia sp.,trematode,life stage,Species,,feeding,infectious,infectious,macroparasite,,,,,0.000086,,,species,set equal to AUST,,,,0.0000245,,,quantified apportionment,,Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Schistosomatidae,Austrobilharzia,sp.,
EPB,283,237,1,adult,237.1,Catatropis johnstoni,trematode,life stage,Species,,feeding,infectious,infectious,macroparasite,,,,,0.00012,,,species,volumetric; literature (Martin 1963),,,,2.58E-06,,,quantified apportionment,,Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Notocotylidae,Catatropis,johnstoni,
EPB,284,238,1,adult,238.1,Cloacitrema michiganiensis,trematode,life stage,Species,,feeding,infectious,infectious,macroparasite,,,,,0.000322,,,species,volumetric; literature (Robison 1952),,,,1.03E-05,,,quantified apportionment,,Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Philophthalmidae,Cloacitrema,michiganiensis,
EPB,285,239,1,adult,239.1,Euhaplorchis californiensis,trematode,life stage,Species,,feeding,infectious,infectious,macroparasite,,,,,0.000005,,,species,volumetric; literature (Martin 1950),,,,0.000023,,,quantified apportionment,,Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Heterophyidae,Euhaplorchis,californiensis,
EPB,288,242,1,adult,242.1,Gynaecotyla sp.,trematode,life stage,Species,,feeding,infectious,infectious,macroparasite,,,,,6.13E-06,,,species,literature (average of 5 Gynaecotyla spp in Rankin 1939),,,,1.27E-05,,,quantified apportionment,,Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Microphallidae,Gynaecotyla,sp.,
EPB,289,243,1,adult,243.1,Gynaecotyla sp.,trematode,life stage,Species,,feeding,infectious,infectious,macroparasite,,,,,6.13E-06,,,species,literature (average of 5 Gynaecotyla spp in Rankin 1939),,,,4.49E-06,,,quantified apportionment,,Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Microphallidae,Gynaecotyla,sp.,
EPB,290,244,1,adult,244.1,hemiurid,trematode,life stage,Family,,feeding,infectious,infectious,macroparasite,,,,,0.00884018,,1,species,direct,91.47,,,0.0008087,,,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Hemiuridae,,,
EPB,291,245,1,adult,245.1,Himasthla rhigedana,trematode,life stage,Species,,feeding,infectious,infectious,macroparasite,,,,,0.002382,,,species,literature,,,,0.0000395,,,quantified apportionment,,Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Echinostomatidae,Himasthla,rhigedana,
EPB,292,246,1,adult,246.1,Himasthla B,trematode,life stage,Species,,feeding,infectious,infectious,macroparasite,,,,,0.001429,,,species,literature,,,,3.32E-06,,,quantified apportionment,,Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Echinostomatidae,Himasthla,B,
EPB,293,247,1,adult,247.1,Hysterolecitha trilocalis,trematode,life stage,Species,,feeding,infectious,infectious,macroparasite,,,,,0.00172883,,,species,literature,1.16,,,2.00E-06,,,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Hemiuridae,Hysterolecitha,trilocalis,
EPB,294,248,1,adult,248.1,Lecisthaster sp.,trematode,life stage,Species,,feeding,infectious,infectious,macroparasite,,,,,4.84E-05,,3,species,volumetric,227.57,,,0.000011,,,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Lecisthasteridae,Lecisthaster,sp.,Probably L. minimus
EPB,295,249,1,adult,249.1,lepocreadid,trematode,life stage,Species,,feeding,infectious,infectious,macroparasite,,,,,1.67E-05,,,approximation,"volumetric; literature, Lepocreadium setiferoides (Martin 1938)",57.57,,,3.86E-06,,,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Lepocreadiidae,,,
EPB,296,250,1,adult,250.1,Renicola sp.,trematode,life stage,Species,,feeding,infectious,infectious,macroparasite,,,,,0.000031,,,approximation,set equal to  congener (renc),,,,1.09E-05,,,quantified apportionment,,Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Renicolidae,Renicola,sp.,
EPB,298,252,1,adult,252.1,mc oval (u+i),trematode,life stage,Species,,feeding,infectious,infectious,macroparasite,,,,,,,,,,,,,1.00E-06,,,quantified apportionment,,Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Microphallidae,,,
EPB,299,253,1,adult,253.1,mc oval jelly,trematode,life stage,Species,,feeding,infectious,infectious,macroparasite,,,,,,,,,,,,,5.01E-07,,,quantified apportionment,,Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,,,,
EPB,304,258,1,adult,258.1,mc unk neo,trematode,life stage,Species,,feeding,infectious,infectious,macroparasite,,,,,,,,,,,,,2.49E-07,,,quantified apportionment,,Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,,,,
EPB,305,259,1,adult,259.1,mc unk pericaridean,trematode,life stage,Species,,feeding,infectious,infectious,macroparasite,,,,,,,,,,,,,1.39E-06,,,quantified apportionment,,Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,,,,
EPB,306,260,1,adult,260.1,mc unk poly,trematode,life stage,Species,,feeding,infectious,infectious,macroparasite,,,,,,,,,,,,,3.30E-07,,,quantified apportionment,,Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,,,,
EPB,307,261,1,adult,261.1,mc unk-tagelus epb,trematode,life stage,Species,,feeding,infectious,infectious,macroparasite,,,,,,,,,,,,,5.11E-07,,,quantified apportionment,,Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,,,,
EPB,310,264,1,adult,264.1,Acanthoparyphium,trematode,life stage,Species,,feeding,infectious,infectious,macroparasite,,,,,,,,,,,,,1.59E-06,,,quantified apportionment,,Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Echinostomatidae,Acanthoparyphium,,
EPB,311,265,1,adult,265.1,Mesostephanus appendiculatus,trematode,life stage,Species,,feeding,infectious,infectious,macroparasite,,,,,0.000052,,,species,literature,,,,3.82E-07,,,quantified apportionment,,Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Cyathocotylidae,Mesostephanus,appendiculatus,
EPB,312,266,1,adult,266.1,Parorchis acanthus,trematode,life stage,Species,,feeding,infectious,infectious,macroparasite,,,,,0.003253,,,species,literature,,,,1.26E-05,,,quantified apportionment,,Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Philophthalmidae,Parorchis,acanthus,
EPB,313,267,1,adult,267.1,Parvatrema sp.,trematode,life stage,Species,,feeding,infectious,infectious,macroparasite,,,,,0.000003,,,species,literature,,,,0.0000135,,,quantified apportionment,,Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Gymnophallidae,Parvatrema,sp.,
EPB,314,268,1,adult,268.1,Phocitremoides ovale,trematode,life stage,Species,,feeding,infectious,infectious,macroparasite,,,,,0.000007,,,species,volumetric; literature (Martin 1950),,,,7.25E-06,,,quantified apportionment,,Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Heterophyidae,Phocitremoides,ovale,
EPB,315,269,1,adult,269.1,Probolocoryphe species A,trematode,life stage,Species,,feeding,infectious,infectious,macroparasite,,,,,0.00002,,,species,literature,,,,0.000029,,,quantified apportionment,,Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Microphallidae,Probolocoryphe,species A,
EPB,316,270,1,adult,270.1,Probolocoryphe species B,trematode,life stage,Species,,feeding,infectious,infectious,macroparasite,,,,,0.00002,,,approximation,set equal to PROB,,,,9.07E-07,,,quantified apportionment,,Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Microphallidae,Probolocoryphe,species B,
EPB,317,271,1,adult,271.1,Pygidiopsoides spindalis,trematode,life stage,Species,,feeding,infectious,infectious,macroparasite,,,,,0.00004,,,species,volumetric; literature (Martin 1951),,,,0.000006,,,quantified apportionment,,Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Heterophyidae,Pygidiopsoides,spindalis,
EPB,318,272,1,adult,272.1,Renicola buchanani,trematode,life stage,Species,,feeding,infectious,infectious,macroparasite,,,,,0.000031,,,species,literature,,,,4.43E-06,,,quantified apportionment,,Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Renicolidae,Renicola,buchanani,
EPB,319,273,1,adult,273.1,Renicola cerithidicola,trematode,life stage,Species,,feeding,infectious,infectious,macroparasite,,,,,0.000031,,,species,literature,,,,0.0000041,,,quantified apportionment,,Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Renicolidae,Renicola,cerithidicola,
EPB,320,274,1,adult,274.1,renic,trematode,life stage,Species,,feeding,infectious,infectious,macroparasite,,,,,0.000031,,,approximation,set equal to  congener (renc),,,,1.27E-05,,,quantified apportionment,,Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Renicolidae,,,
EPB,321,275,1,adult,275.1,small cyathocotylid,trematode,life stage,Species,,feeding,infectious,infectious,macroparasite,,,,,0.000052,,,approximation,set equal to confamilial meso,,,,1.43E-05,,,quantified apportionment,,Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Cyathocotylidae,,,
EPB,322,276,1,adult,276.1,Maritrema sp.,trematode,life stage,Species,,feeding,infectious,infectious,macroparasite,,,,,0.000028,,,approximation,average of several Maritrema from literature,,,,0.000026,,,extrapolation from other estuary,,Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Microphallidae,Maritrema,sp.,
EPB,323,277,1,adult,277.1,Stictodora hancocki,trematode,life stage,Species,,feeding,infectious,infectious,macroparasite,,,,,0.000029,,,species,volumetric; literature (Martin 1950),,,,8.25E-06,,,quantified apportionment,,Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Heterophyidae,Stictodora,hancocki,
EPB,324,278,1,adult,278.1,Tubulovesicula,trematode,life stage,Species,,feeding,infectious,infectious,macroparasite,,,,,0.00097193,,,species,volumetric,1531.2,,,0.0014882,,,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Hemiuridae,Tubulovesicula,,
EPB,327,233,2,parthenitae,233.2,Acanthoparyphium spinulosum,trematode,life stage,Species,,feeding,infectious,infectious,parasitic castrator,,,,,0.02545386,0.00769152,20,population,applied proportional mass (Hechinger et al 2009) to local host mass frequency distributions,17432.25,11799.1692,7.64181838,0.5333951,0.4263422,7.0188712,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Echinostomatidae,Acanthoparyphium,spinulosum,
EPB,328,234,2,parthenitae,234.2,microphallid-assiminea,trematode,life stage,Species,,feeding,infectious,infectious,parasitic castrator,,,,,0.0004309,,,approximation,set equal to csm,,,,0.7708797,,,"approximation, quantified ratio",applied relative abundance of mcercs compared to csm),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Microphallidae,,,
EPB,329,235,2,parthenitae,235.2,Austrobilharzia sp.,trematode,life stage,Species,,feeding,infectious,infectious,parasitic castrator,,,,,0.02893559,0.00830478,20,population,applied proportional mass (Hechinger et al 2009) to local host mass frequency distributions,5813.57,4511.30793,7.01496224,0.2140569,0.18912234,7.00401469,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Schistosomatidae,Austrobilharzia,sp.,
