System,NodeID,SpeciesID,StageID,Stage,SpeciesID.StageID,WorkingName,OrganismalGroup,NodeType,Resolution,ResolutionNotes,Feeding,Lifestyle(stage),Lifestyle(species),ConsumerStrategy(stage),HabitatAffiliation,Mobility,Residency,NativeStatus,BodySize(g),BodySizeSD,BodySizeN,BodySizeEstimation,BodySizeNotes,Abundance(no./ha),Abundance95%CL,AbundanceDF,Biomass(kg/ha),Biomass95%CL,BiomassDF,BiomassEstimation,BiomassNotes,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Order,Suborder,Infraorder,Superfamily,Family,Genus,SpecificEpithet,NodeNotes
BSQ,257,211,1,adult,211.1,copepod-thalassinidean,copepod,taxon,Family,likely two species,feeding,commensal,commensal,predator,,,,,0.00011485,,,approximation,mean volumetric across two Hemicyclops spp in literature,,,,,,,,,Animalia,Arthropoda,Crustacea,,Copepoda,,Cyclopoida,,,,Clausidiidae,,,
BSQ,262,216,1,adult,216.1,apicomplexan-spionid,protist,taxon,Species,,feeding,infectious,infectious,pathogen,,,,,,,,,,,,,,,,,,Protozoa,Apicomplexa,,,,,,,,,,,,
BSQ,266,220,1,adult,220.1,gregarine-Pachy,protist,taxon,Species,,feeding,infectious,infectious,macroparasite,,,,,0.00000113,,2,species,volumetric,,,,,,,,,Protozoa,Apicomplexa,,,,Gregarinea,,,,,,,,
BSQ,271,225,1,adult,225.1,microsporidean pachy Prob[1],protist,taxon,Species,,feeding,infectious,infectious,parasitoid,,,,,,,,,,,,,3.7404231,,,"quantification, estuary-wide sampling",Kuris et al. (2008),Protozoa,Microsporidia,,,,,,,,,,,,
BSQ,273,227,1,adult,227.1,Plasmodium sp.,protist,taxon,Genus,,feeding,infectious,infectious,pathogen,,,,,,,,,,,,,,,,,,Protozoa,Apicomplexa,,,,,,,,,,Plasmodium,sp.,
BSQ,274,228,1,adult,228.1,Trichodina sp.,protist,taxon,Genus,,feeding,infectious,infectious,pathogen,,,,,,,,,,,,,,,,,,Protozoa,Ciliophora,,,Oligohymenophorea,,,,,,Trichodinidae,Trichodina,sp.,
BSQ,277,231,1,adult,231.1,Gyrodactylus sp.,monogenean,taxon,Genus,,feeding,infectious,infectious,pathogen,,,,,7.53E-05,,,approximation,equal microcotylid,,,,,,,,,Animalia,Platyhelminthes,,,Monogenea,Polyonchoinea,,,,,Gyrodactylidae,Gyrodactylus,sp.,
BSQ,279,233,1,adult,233.1,Acanthoparyphium spinulosum,trematode,life stage,Species,,feeding,infectious,infectious,macroparasite,,,,,0.000974,,,species,volumetric; literature (Martin & Adams 1961),,,,0.000006,,,quantified apportionment,,Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Echinostomatidae,Acanthoparyphium,spinulosum,
BSQ,280,234,1,adult,234.1,microphallid-assiminea,trematode,life stage,Species,,feeding,infectious,infectious,macroparasite,,,,,,,,,,,,,4.77E-08,,,quantified apportionment,applied relative abundance of mcercs compared to csm),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Microphallidae,,,
BSQ,281,235,1,adult,235.1,Austrobilharzia sp.,trematode,life stage,Species,,feeding,infectious,infectious,macroparasite,,,,,0.000086,,,species,volumetric; literature (Short & Holliman 1961),,,,0.0000015,,,quantified apportionment,,Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Schistosomatidae,Austrobilharzia,sp.,
BSQ,283,237,1,adult,237.1,Catatropis johnstoni,trematode,life stage,Species,,feeding,infectious,infectious,macroparasite,,,,,0.00012,,,species,volumetric; literature (Martin 1963),,,,0.000009,,,quantified apportionment,,Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Notocotylidae,Catatropis,johnstoni,
BSQ,284,238,1,adult,238.1,Cloacitrema michiganiensis,trematode,life stage,Species,,feeding,infectious,infectious,macroparasite,,,,,0.000322,,,species,volumetric; literature (Robison 1952),,,,0.0000045,,,quantified apportionment,,Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Philophthalmidae,Cloacitrema,michiganiensis,
BSQ,285,239,1,adult,239.1,Euhaplorchis californiensis,trematode,life stage,Species,,feeding,infectious,infectious,macroparasite,,,,,0.000005,,,species,volumetric; literature (Martin 1950),,,,3.93E-05,,,quantified apportionment,,Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Heterophyidae,Euhaplorchis,californiensis,
BSQ,286,240,1,adult,240.1,fat cyathocotylid,trematode,life stage,Species,,feeding,infectious,infectious,macroparasite,,,,,,,,,,,,,6.71E-07,,,quantified apportionment,,Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Cyathocotylidae,,,
BSQ,287,241,1,adult,241.1,Galactosomum humbargari,trematode,life stage,Species,,feeding,infectious,infectious,macroparasite,,,,,0.00010463,,,species,literature (description in Park 1936),,,,0.0000065,,,quantified apportionment,,Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Heterophyidae,Galactosomum,humbargari,
BSQ,290,244,1,adult,244.1,hemiurid,trematode,life stage,Family,,feeding,infectious,infectious,macroparasite,,,,,0.00884018,,1,species,direct,73.36,,,0.0006485,,,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Hemiuridae,,,
BSQ,291,245,1,adult,245.1,Himasthla rhigedana,trematode,life stage,Species,,feeding,infectious,infectious,macroparasite,,,,,0.002382,,,species,literature,,,,6.43E-05,,,quantified apportionment,,Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Echinostomatidae,Himasthla,rhigedana,
BSQ,292,246,1,adult,246.1,Himasthla B,trematode,life stage,Species,,feeding,infectious,infectious,macroparasite,,,,,0.001429,,,species,literature,,,,2.08E-05,,,quantified apportionment,,Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Echinostomatidae,Himasthla,B,
BSQ,293,247,1,adult,247.1,Hysterolecitha trilocalis,trematode,life stage,Species,,feeding,infectious,infectious,macroparasite,,,,,0.00172883,,,species,literature,29.12,,,5.03E-05,,,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Hemiuridae,Hysterolecitha,trilocalis,
BSQ,294,248,1,adult,248.1,Lecisthaster sp.,trematode,life stage,Species,,feeding,infectious,infectious,macroparasite,,,,,4.84E-05,,3,species,volumetric,987.15,,,4.77E-05,,,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Lecisthasteridae,Lecisthaster,sp.,Probably L. minimus
BSQ,296,250,1,adult,250.1,Renicola sp.,trematode,life stage,Species,,feeding,infectious,infectious,macroparasite,,,,,0.000031,,,approximation,set equal to  congener (renc),,,,4.25E-06,,,quantified apportionment,,Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Renicolidae,Renicola,sp.,
BSQ,300,254,1,adult,254.1,mc sphere,trematode,life stage,Species,,feeding,infectious,infectious,macroparasite,,,,,,,,,,,,,0.000008,,,quantified apportionment,,Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Microphallidae,,,
BSQ,302,256,1,adult,256.1,mc unk Bittium,trematode,life stage,Species,,feeding,infectious,infectious,macroparasite,,,,,,,,,,,,,2.14E-07,,,quantified apportionment,,Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,,,,
BSQ,303,257,1,adult,257.1,mc unk lg-cirriformia,trematode,life stage,Species,,feeding,infectious,infectious,macroparasite,,,,,,,,,,,,,0.000007,,,quantified apportionment,,Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,,,,
BSQ,305,259,1,adult,259.1,mc unk pericaridean,trematode,life stage,Species,,feeding,infectious,infectious,macroparasite,,,,,,,,,,,,,0.0000045,,,quantified apportionment,,Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,,,,
BSQ,306,260,1,adult,260.1,mc unk poly,trematode,life stage,Species,,feeding,infectious,infectious,macroparasite,,,,,,,,,,,,,0.0000015,,,quantified apportionment,,Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,,,,
BSQ,308,262,1,adult,262.1,mc vs,trematode,life stage,Species,,feeding,infectious,infectious,macroparasite,,,,,,,,,,,,,3.20E-09,,,quantified apportionment,,Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,,,,
BSQ,309,263,1,adult,263.1,mega het,trematode,life stage,Species,,feeding,infectious,infectious,macroparasite,,,,,,,,,,,,,2.79E-07,,,quantified apportionment,,Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,,,,
BSQ,311,265,1,adult,265.1,Mesostephanus appendiculatus,trematode,life stage,Species,,feeding,infectious,infectious,macroparasite,,,,,0.000052,,,species,literature,,,,2.88E-05,,,quantified apportionment,,Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Cyathocotylidae,Mesostephanus,appendiculatus,
BSQ,312,266,1,adult,266.1,Parorchis acanthus,trematode,life stage,Species,,feeding,infectious,infectious,macroparasite,,,,,0.003253,,,species,literature,,,,0.000002,,,quantified apportionment,,Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Philophthalmidae,Parorchis,acanthus,
BSQ,314,268,1,adult,268.1,Phocitremoides ovale,trematode,life stage,Species,,feeding,infectious,infectious,macroparasite,,,,,0.000007,,,species,volumetric; literature (Martin 1950),,,,0.000003,,,quantified apportionment,,Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Heterophyidae,Phocitremoides,ovale,
BSQ,315,269,1,adult,269.1,Probolocoryphe species A,trematode,life stage,Species,,feeding,infectious,infectious,macroparasite,,,,,0.00002,,,species,literature,,,,0.000126,,,quantified apportionment,,Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Microphallidae,Probolocoryphe,species A,
BSQ,317,271,1,adult,271.1,Pygidiopsoides spindalis,trematode,life stage,Species,,feeding,infectious,infectious,macroparasite,,,,,0.00004,,,species,volumetric; literature (Martin 1951),,,,3.62E-06,,,quantified apportionment,,Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Heterophyidae,Pygidiopsoides,spindalis,
BSQ,318,272,1,adult,272.1,Renicola buchanani,trematode,life stage,Species,,feeding,infectious,infectious,macroparasite,,,,,0.000031,,,species,literature,,,,2.33E-06,,,quantified apportionment,,Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Renicolidae,Renicola,buchanani,
BSQ,319,273,1,adult,273.1,Renicola cerithidicola,trematode,life stage,Species,,feeding,infectious,infectious,macroparasite,,,,,0.000031,,,species,literature,,,,7.53E-07,,,quantified apportionment,,Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Renicolidae,Renicola,cerithidicola,
BSQ,320,274,1,adult,274.1,renic,trematode,life stage,Species,,feeding,infectious,infectious,macroparasite,,,,,0.000031,,,approximation,set equal to  congener (renc),,,,0.000004,,,quantified apportionment,,Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Renicolidae,,,
BSQ,321,275,1,adult,275.1,small cyathocotylid,trematode,life stage,Species,,feeding,infectious,infectious,macroparasite,,,,,0.000052,,,approximation,set equal to confamilial meso,,,,2.48E-05,,,quantified apportionment,,Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Cyathocotylidae,,,
BSQ,322,276,1,adult,276.1,Maritrema sp.,trematode,life stage,Species,,feeding,infectious,infectious,macroparasite,,,,,0.000028,,,approximation,average of several Maritrema from literature,,,,0.000026,,,quantified apportionment,,Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Microphallidae,Maritrema,sp.,
BSQ,323,277,1,adult,277.1,Stictodora hancocki,trematode,life stage,Species,,feeding,infectious,infectious,macroparasite,,,,,0.000029,,,species,volumetric; literature (Martin 1950),,,,1.83E-05,,,quantified apportionment,,Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Heterophyidae,Stictodora,hancocki,
BSQ,325,279,1,adult,279.1,unk a/sm meso,trematode,life stage,Species,,feeding,infectious,infectious,macroparasite,,,,,,,,,,,,,5.83E-07,,,quantified apportionment,,Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Cyathocotylidae,,,
BSQ,327,233,2,parthenitae,233.2,Acanthoparyphium spinulosum,trematode,life stage,Species,,feeding,infectious,infectious,parasitic castrator,,,,,0.03419211,0.01538008,19,population,applied proportional mass (Hechinger et al 2009) to local host mass frequency distributions,4917.62,4510.73002,4.51089355,0.1948366,0.18813051,4.07628864,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Echinostomatidae,Acanthoparyphium,spinulosum,
BSQ,328,234,2,parthenitae,234.2,microphallid-assiminea,trematode,life stage,Species,,feeding,infectious,infectious,parasitic castrator,,,,,0.0004309,,,approximation,set equal to csm,,,,0.0002637,,,"approximation, quantified ratio",applied relative abundance of mcercs compared to csm),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Microphallidae,,,
BSQ,329,235,2,parthenitae,235.2,Austrobilharzia sp.,trematode,life stage,Species,,feeding,infectious,infectious,parasitic castrator,,,,,0.03963333,0.0129482,19,population,applied proportional mass (Hechinger et al 2009) to local host mass frequency distributions,660.23,801.533684,4.13676002,0.0288831,0.03772131,4.01763198,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Schistosomatidae,Austrobilharzia,sp.,
BSQ,331,237,2,parthenitae,237.2,Catatropis johnstoni,trematode,life stage,Species,,feeding,infectious,infectious,parasitic castrator,,,,,0.02838782,0.01211641,19,population,applied proportional mass (Hechinger et al 2009) to local host mass frequency distributions,8645.06,12031.0888,4.00163923,0.339564,0.4546952,4.00037627,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Notocotylidae,Catatropis,johnstoni,
BSQ,332,238,2,parthenitae,238.2,Cloacitrema michiganiensis,trematode,life stage,Species,,feeding,infectious,infectious,parasitic castrator,,,,,0.04840876,0.01560866,19,population,applied proportional mass (Hechinger et al 2009) to local host mass frequency distributions,1464.38,1660.58441,4.01981256,0.0795962,0.09019758,4.00744433,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Philophthalmidae,Cloacitrema,michiganiensis,
BSQ,333,239,2,parthenitae,239.2,Euhaplorchis californiensis,trematode,life stage,Species,,feeding,infectious,infectious,parasitic castrator,,,,,0.03361015,0.00927442,19,population,applied proportional mass (Hechinger et al 2009) to local host mass frequency distributions,24295.87,18724.2651,4.97356534,0.9385376,0.86895131,4.25289508,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Heterophyidae,Euhaplorchis,californiensis,
BSQ,335,245,2,parthenitae,245.2,Himasthla rhigedana,trematode,life stage,Species,,feeding,infectious,infectious,parasitic castrator,,,,,0.04403759,0.02085184,19,population,applied proportional mass (Hechinger et al 2009) to local host mass frequency distributions,9310.93,6689.42274,4.00001575,0.5882074,0.38375154,4.00000172,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Echinostomatidae,Himasthla,rhigedana,
BSQ,336,246,2,parthenitae,246.2,Himasthla B,trematode,life stage,Species,,feeding,infectious,infectious,parasitic castrator,,,,,0.03974399,0.01529469,19,population,applied proportional mass (Hechinger et al 2009) to local host mass frequency distributions,7661.72,11640.56,4.08173341,0.3478664,0.62132244,4.03897173,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Echinostomatidae,Himasthla,B,
BSQ,337,247,2,parthenitae,247.2,Hysterolecitha trilocalis,trematode,life stage,Species,,feeding,infectious,infectious,parasitic castrator,,,,,0.00037282,,9,population,applied average proportional mass of 15 trematode species in Hechinger et al (2009) to local host mass frequency distributions,6549.93,,,0.002579,,,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Hemiuridae,Hysterolecitha,trilocalis,matched these unk hemiurid parthenitae/cercariae to Hysterolecitha adults
BSQ,338,250,2,parthenitae,250.2,Renicola sp.,trematode,life stage,Species,,feeding,infectious,infectious,parasitic castrator,,,,,0.03540367,0.01874193,19,population,applied proportional mass (Hechinger et al 2009) to local host mass frequency distributions,3935.42,5577.17679,4.61377151,0.14155,0.19808771,4.44915161,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Renicolidae,Renicola,sp.,
BSQ,339,257,2,parthenitae,257.2,mc unk lg-cirriformia,trematode,life stage,Species,,feeding,infectious,infectious,parasitic castrator,,,,,0.00694398,0.00315256,5,approximation,applied average proportional mass of 15 trematode species in Hechinger et al (2009) to local host mass frequency distributions,10563.9,12737.1154,7.93226373,0.0890053,0.13186797,7.02708544,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,,,,
BSQ,340,259,2,parthenitae,259.2,mc unk pericaridean,trematode,life stage,Species,,feeding,infectious,infectious,parasitic castrator,,,,,0.00615574,0.00267704,5,population,applied average proportional mass of 15 trematode species in Hechinger et al (2009) to local host mass frequency distributions,52124.2,84605.129,7,0.3562558,0.53476804,7,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,,,,
BSQ,342,265,2,parthenitae,265.2,Mesostephanus appendiculatus,trematode,life stage,Species,,feeding,infectious,infectious,parasitic castrator,,,,,0.03619618,0.01265902,19,population,"applied average proportional mass of similar species, renb & cata (Hechinger et al 2009), to local host mass frequency distributions",10509.12,12523.8173,4.17242949,0.4670012,0.62936649,4.02526052,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Cyathocotylidae,Mesostephanus,appendiculatus,
BSQ,343,266,2,parthenitae,266.2,Parorchis acanthus,trematode,life stage,Species,,feeding,infectious,infectious,parasitic castrator,,,,,0.05727493,0.02750712,19,population,applied proportional mass (Hechinger et al 2009) to local host mass frequency distributions,655.19,1297.06738,4.09074539,0.0438946,0.08510724,4.15798481,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Philophthalmidae,Parorchis,acanthus,
BSQ,344,268,2,parthenitae,268.2,Phocitremoides ovale,trematode,life stage,Species,,feeding,infectious,infectious,parasitic castrator,,,,,0.02710121,0.01237551,19,population,applied proportional mass (Hechinger et al 2009) to local host mass frequency distributions,2585.8,3492.7725,4.08901078,0.0754369,0.11480186,4.03757978,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Heterophyidae,Phocitremoides,ovale,
BSQ,345,269,2,parthenitae,269.2,Probolocoryphe species A,trematode,life stage,Species,,feeding,infectious,infectious,parasitic castrator,,,,,0.0696599,0.03168764,19,population,applied proportional mass (Hechinger et al 2009) to local host mass frequency distributions,12726.96,12360.2991,4.00022961,1.1308563,0.88565125,4.00024956,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Microphallidae,Probolocoryphe,species A,
BSQ,346,271,2,parthenitae,271.2,Pygidiopsoides spindalis,trematode,life stage,Species,,feeding,infectious,infectious,parasitic castrator,,,,,0.02940419,0.01315792,19,population,applied proportional mass (Hechinger et al 2009) to local host mass frequency distributions,3195.32,3649.78002,4.42287356,0.105237,0.13456182,4.09177026,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Heterophyidae,Pygidiopsoides,spindalis,
BSQ,347,272,2,parthenitae,272.2,Renicola buchanani,trematode,life stage,Species,,feeding,infectious,infectious,parasitic castrator,,,,,0.02915189,0.00991459,19,population,applied proportional mass (Hechinger et al 2009) to local host mass frequency distributions,2290.42,5443.58608,4.00323004,0.0748467,0.18082988,4.00222341,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Renicolidae,Renicola,buchanani,
BSQ,348,273,2,parthenitae,273.2,Renicola cerithidicola,trematode,life stage,Species,,feeding,infectious,infectious,parasitic castrator,,,,,0.02784926,0.01605138,19,population,"applied proportional mass of similar congener, renb (Hechinger et al 2009), to local host mass frequency distributions",559.96,893.426718,4.00117872,0.0289746,0.05379205,4.00012072,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Renicolidae,Renicola,cerithidicola,
BSQ,349,275,2,parthenitae,275.2,small cyathocotylid,trematode,life stage,Species,,feeding,infectious,infectious,parasitic castrator,,,,,0.03326418,0.01105219,19,population,applied proportional mass (Hechinger et al 2009) to local host mass frequency distributions,17565.53,16946.3354,4.09288206,0.6606121,0.63606988,4.02948297,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Cyathocotylidae,,,
BSQ,350,276,2,parthenitae,276.2,Maritrema sp.,trematode,life stage,Species,,feeding,infectious,infectious,parasitic castrator,,,,,0.045945,0.02289971,19,population,applied proportional mass (Hechinger et al 2009) to local host mass frequency distributions,3434.48,6363.09896,4.00000503,0.1688163,0.36344186,4.00000009,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Microphallidae,Maritrema,sp.,
BSQ,351,277,2,parthenitae,277.2,Stictodora hancocki,trematode,life stage,Species,,feeding,infectious,infectious,parasitic castrator,,,,,0.03203717,0.01104811,19,population,applied proportional mass (Hechinger et al 2009) to local host mass frequency distributions,18583.67,9383.96678,7.90675935,0.6535105,0.326962,6.46463355,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Heterophyidae,Stictodora,hancocki,
BSQ,353,233,3,cercaria,233.3,Acanthoparyphium spinulosum,trematode,life stage,Species,,nonfeeding,free-living,infectious,nonfeeding,,intermediate,,,2.21E-06,,,species,volumetric; literature (Martin and Adams 1961),,,,0.0003807,,,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Echinostomatidae,Acanthoparyphium,spinulosum,
BSQ,354,234,3,cercaria,234.3,microphallid-assiminea,trematode,life stage,Species,,nonfeeding,free-living,infectious,nonfeeding,,intermediate,,,1.20E-07,,1,species,volumetric,,,,2.10E-06,,,"approximation, quantified ratio",applied relative abundance of mcercs compared to csm),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Microphallidae,,,
BSQ,355,235,3,cercaria,235.3,Austrobilharzia sp.,trematode,life stage,Species,,nonfeeding,free-living,infectious,nonfeeding,,intermediate,,,3.33E-07,,,species,volumetric; literature (Short & Holliman 1961),,,,9.98E-08,,,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Schistosomatidae,Austrobilharzia,sp.,
BSQ,357,237,3,cercaria,237.3,Catatropis johnstoni,trematode,life stage,Species,,nonfeeding,free-living,infectious,nonfeeding,,intermediate,,,2.66E-06,,9,species,volumetric,,,,0.0011299,,,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Notocotylidae,Catatropis,johnstoni,
BSQ,358,238,3,cercaria,238.3,Cloacitrema michiganiensis,trematode,life stage,Species,,nonfeeding,free-living,infectious,nonfeeding,,intermediate,,,1.31E-06,,,species,volumetric; literature (Martin 1972),,,,0.0001162,,,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Philophthalmidae,Cloacitrema,michiganiensis,
BSQ,359,239,3,cercaria,239.3,Euhaplorchis californiensis,trematode,life stage,Species,,nonfeeding,free-living,infectious,nonfeeding,,intermediate,,,4.26E-07,,,species,volumetric; literature (Martin 1950),,,,0.0025895,,,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Heterophyidae,Euhaplorchis,californiensis,
BSQ,360,240,3,cercaria,240.3,fat cyathocotylid,trematode,life stage,Species,,nonfeeding,free-living,infectious,nonfeeding,,intermediate,,,,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Cyathocotylidae,,,
BSQ,364,244,3,cercaria,244.3,hemiurid,trematode,life stage,Species,,nonfeeding,free-living,infectious,nonfeeding,,intermediate,,,,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Hemiuridae,,,
BSQ,365,245,3,cercaria,245.3,Himasthla rhigedana,trematode,life stage,Species,,nonfeeding,free-living,infectious,nonfeeding,,intermediate,,,6.18E-06,,,species,volumetric; literature (Adams and Martin 1963),,,,0.0158673,,,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Echinostomatidae,Himasthla,rhigedana,
BSQ,366,246,3,cercaria,246.3,Himasthla B,trematode,life stage,Species,,nonfeeding,free-living,infectious,nonfeeding,,intermediate,,,4.19E-06,,8,species,volumetric,,,,0.0045641,,,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Echinostomatidae,Himasthla,B,
BSQ,367,247,3,cercaria,247.3,Hysterolecitha trilocalis,trematode,life stage,Species,,nonfeeding,free-living,infectious,nonfeeding,,intermediate,,,,,,,,,,,0.0015573,,,"approximation, quantified ratio",average relationship between cercarial production and parthenital mass from Kuris et al 2008),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Hemiuridae,Hysterolecitha,trilocalis,
BSQ,368,248,3,cercaria,248.3,Lecisthaster sp.,trematode,life stage,Species,,nonfeeding,free-living,infectious,nonfeeding,,intermediate,,,,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Lecisthasteridae,Lecisthaster,sp.,Probably L. minimus
BSQ,369,250,3,cercaria,250.3,Renicola sp.,trematode,life stage,Species,,nonfeeding,free-living,infectious,nonfeeding,,intermediate,,,4.95E-07,,74,species,volumetric,,,,4.29E-05,,,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Renicolidae,Renicola,sp.,
BSQ,373,254,3,cercaria,254.3,mc sphere,trematode,life stage,Species,,nonfeeding,free-living,infectious,nonfeeding,,intermediate,,,,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,Microphallidae,,,
BSQ,375,256,3,cercaria,256.3,mc unk Bittium,trematode,life stage,Species,,nonfeeding,free-living,infectious,nonfeeding,,intermediate,,,,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,,,,
BSQ,376,257,3,cercaria,257.3,mc unk lg-cirriformia,trematode,life stage,Species,,nonfeeding,free-living,infectious,nonfeeding,,intermediate,,,,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,,,,
BSQ,378,259,3,cercaria,259.3,mc unk pericaridean,trematode,life stage,Species,,nonfeeding,free-living,infectious,nonfeeding,,intermediate,,,,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,,,,
BSQ,379,260,3,cercaria,260.3,mc unk poly,trematode,life stage,Species,,nonfeeding,free-living,infectious,nonfeeding,,intermediate,,,,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,,,,
BSQ,381,262,3,cercaria,262.3,mc vs,trematode,life stage,Species,,nonfeeding,free-living,infectious,nonfeeding,,intermediate,,,,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,Digenea,,,,,,,,
